date/time: ,31/05/2023,08:17 p.m.
Run 1

time	Velocity 2
9,983333	7,944548E-1
10,000000	7,942840E-1
10,016667	7,943694E-1
10,033333	7,943107E-1
10,050000	7,943107E-1
10,066667	7,943107E-1
10,083333	7,943427E-1
10,100000	7,944708E-1
10,116667	7,943801E-1
10,133333	7,944602E-1
10,150000	7,942787E-1
10,166667	7,943534E-1
10,183333	7,942626E-1
10,200000	7,945296E-1
10,216667	7,943961E-1
10,233333	7,944869E-1
10,250000	7,943961E-1
10,266667	7,944815E-1
10,283333	7,943374E-1
10,300000	7,944335E-1
10,316667	7,942253E-1
10,333333	7,944121E-1
10,350000	7,944869E-1
10,366667	7,943427E-1
10,383333	7,937181E-1
10,400000	7,942840E-1
10,416667	7,943641E-1
10,433333	7,942466E-1
10,450000	7,942840E-1
10,466667	7,944281E-1
10,483333	7,942840E-1
10,500000	7,943694E-1
10,516667	7,945242E-1
10,533333	7,944014E-1
10,550000	7,944281E-1
10,566667	7,942680E-1
10,583333	7,945189E-1
10,600000	7,942947E-1
10,616667	7,944869E-1
10,633333	7,943374E-1
10,650000	7,944335E-1
10,666667	7,942680E-1
10,683333	7,944922E-1
10,700000	7,943801E-1
10,716667	7,942947E-1
10,733333	7,944869E-1
10,750000	7,942947E-1
10,766667	7,944228E-1
10,783333	7,943000E-1
10,800000	7,945776E-1
10,816667	7,942573E-1
10,833333	7,944869E-1
10,850000	7,945509E-1
10,866667	7,943481E-1
10,883333	7,943801E-1
10,900000	7,944121E-1
10,916667	7,943427E-1
10,933333	7,944975E-1
10,950000	7,942787E-1
10,966667	7,943053E-1
10,983333	7,944495E-1
11,000000	7,944014E-1
11,016667	7,945509E-1
11,033333	7,943267E-1
11,050000	7,942947E-1
11,066667	7,944869E-1
11,083333	7,944014E-1
11,100000	7,945349E-1
11,116667	7,945402E-1
11,133333	7,944975E-1
11,150000	7,945189E-1
11,166667	7,943908E-1
11,183333	7,944762E-1
11,200000	7,942680E-1
11,216667	7,943854E-1
11,233333	7,944602E-1
11,250000	7,942840E-1
11,266667	7,944441E-1
11,283333	7,944335E-1
11,300000	7,944602E-1
11,316667	7,944014E-1
11,333333	7,943534E-1
11,350000	7,944762E-1
11,366667	7,943801E-1
11,383333	7,945189E-1
11,400000	7,943961E-1
11,416667	7,942840E-1
11,433333	7,944869E-1
11,450000	7,944762E-1
11,466667	7,943214E-1
11,483333	7,942626E-1
11,500000	7,943427E-1
11,516667	7,943214E-1
11,533333	7,938409E-1
11,550000	7,943053E-1
11,566667	7,942146E-1
11,583333	7,937875E-1
11,600000	7,943267E-1
11,616667	7,943854E-1
11,633333	7,942573E-1
11,650000	7,944762E-1
11,666667	7,944121E-1
11,683333	7,944548E-1
11,700000	7,943961E-1
11,716667	7,944602E-1
11,733333	7,943107E-1
11,750000	7,944441E-1
11,766667	7,944869E-1
11,783333	7,943908E-1
11,800000	7,943000E-1
11,816667	7,944068E-1
11,833333	7,942787E-1
11,850000	7,944762E-1
11,866667	7,942466E-1
11,883333	7,942947E-1
11,900000	7,944869E-1
11,916667	7,944655E-1
11,933333	7,943694E-1
11,950000	7,945616E-1
11,966667	7,943747E-1
11,983333	7,944602E-1
12,000000	7,943214E-1
12,016667	7,943320E-1
12,033333	7,945829E-1
12,050000	7,943107E-1
12,066667	7,944014E-1
12,083333	7,942787E-1
12,100000	7,945456E-1
12,116667	7,943214E-1
12,133333	7,945029E-1
12,150000	7,943961E-1
12,166667	7,944281E-1
12,183333	7,943961E-1
12,200000	7,943961E-1
12,216667	7,946043E-1
12,233333	7,946417E-1
12,250000	7,945189E-1
12,266667	7,943747E-1
12,283333	7,945296E-1
12,300000	7,945776E-1
12,316667	7,943534E-1
12,333333	7,943160E-1
12,350000	7,944815E-1
12,366667	7,944068E-1
12,383333	7,944922E-1
12,400000	7,942413E-1
12,416667	7,943908E-1
12,433333	7,943694E-1
12,450000	7,943481E-1
12,466667	7,944441E-1
12,483333	7,943641E-1
12,500000	7,943267E-1
12,516667	7,944175E-1
12,533333	7,944815E-1
12,550000	7,943214E-1
12,566667	7,945829E-1
12,583333	7,946150E-1
12,600000	7,944121E-1
12,616667	7,945456E-1
12,633333	7,944175E-1
12,650000	7,943214E-1
12,666667	7,945029E-1
12,683333	7,945616E-1
12,700000	7,944495E-1
12,716667	7,944869E-1
12,733333	7,943000E-1
12,750000	7,945883E-1
12,766667	7,944708E-1
12,783333	7,945723E-1
12,800000	7,944388E-1
12,816667	7,945402E-1
12,833333	7,944815E-1
12,850000	7,943320E-1
12,866667	7,945723E-1
12,883333	7,942733E-1
12,900000	7,944014E-1
12,916667	7,945723E-1
12,933333	7,944388E-1
12,950000	7,942787E-1
12,966667	7,945189E-1
